"Name";"Idx";"Razdel";"Kod";"Nomdescr";"global_id";
"Наименование";"Индекс";"Код раздела";"Код";"Описание";"global_id";
"Улитки, кроме морских улиток (липариса)";"A.01.49.23.110";"A";"01.49.23.110";"";"273506402";
"Улитки мороженые, кроме морских улиток";"A.01.49.23.112";"A";"01.49.23.112";"";"273506403";
"Улитки сушеные, соленые или в рассоле, кроме морских улиток";"A.01.49.23.113";"A";"01.49.23.113";"";"273506404";
"Лапки лягушек свежие, охлажденные или мороженые";"A.01.49.23.120";"A";"01.49.23.120";"";"273506405";
"Лапки лягушек свежие или охлажденные";"A.01.49.23.121";"A";"01.49.23.121";"";"273506406";
"Лапки лягушек мороженые";"A.01.49.23.122";"A";"01.49.23.122";"";"273506407";
"Продукты пищевые животного происхождения, не включенные в другие группировки";"A.01.49.24";"A";"01.49.24";"";"273506408";
"Яйца черепашьи";"A.01.49.24.110";"A";"01.49.24.110";"";"273506409";
"Гнезда салангановые (""ласточкины гнезда"")";"A.01.49.24.120";"A";"01.49.24.120";"";"273506410";
"Перга";"A.01.49.24.130";"A";"01.49.24.130";"";"273506411";
"Обножка";"A.01.49.24.140";"A";"01.49.24.140";"";"273506412";
"Молочко маточное";"A.01.49.24.150";"A";"01.49.24.150";"";"273506413";
"Яд пчелиный";"A.01.49.24.160";"A";"01.49.24.160";"";"273506414";
"Прополис";"A.01.49.24.170";"A";"01.49.24.170";"";"273506415";
"Продукты пищевые животного происхождения прочие, не включенные в другие группировки";"A.01.49.24.190";"A";"01.49.24.190";"";"273506416";
"Коконы шелкопряда, пригодные для разматывания";"A.01.49.25";"A";"01.49.25";"";"273506417";
"Коконы шелкопряда племенные, пригодные для разматывания";"A.01.49.25.110";"A";"01.49.25.110";"";"273506418";
"Коконы шелкопряда гибридные, пригодные для разматывания";"A.01.49.25.120";"A";"01.49.25.120";"";"273506419";
"Воск насекомых и спермацет";"A.01.49.26";"A";"01.49.26";"";"273506420";
"Воск насекомых";"A.01.49.26.110";"A";"01.49.26.110";"";"273506421";
"Воск пчелиный";"A.01.49.26.111";"A";"01.49.26.111";"";"273506422";
"Воск прочих насекомых";"A.01.49.26.119";"A";"01.49.26.119";"";"273506423";
"Спермацет";"A.01.49.26.120";"A";"01.49.26.120";"";"273506424";
"Эмбрионы сельскохозяйственных животных для репродукции";"A.01.49.27";"A";"01.49.27";"";"273506425";
"Эмбрионы сельскохозяйственных животных для репродукции";"A.01.49.27.000";"A";"01.49.27.000";"";"273506426";
"Продукты животного происхождения, не пригодные для употребления в пищу, не включенные в другие группировки";"A.01.49.28";"A";"01.49.28";"Эта группировка включает: - тонкий или грубый волос животных, не подвергнутый кардо- и гребнечесанию; - побочные продукты животноводства; - яйца и личинки мухи черная львинка живые, охлажденные, замороженные";"273506427";
"Шерсть линька и волос-сырец животных";"A.01.49.28.100";"A";"01.49.28.100";"";"273506428";
"Шерсть линька молодняка и взрослых животных";"A.01.49.28.110";"A";"01.49.28.110";"";"273506429";
"Волос-сырец молодняка и взрослых животных";"A.01.49.28.120";"A";"01.49.28.120";"";"273506430";
"Продукты животного происхождения, не пригодные для употребления в пищу, не включенные в другие группировки, прочие";"A.01.49.28.900";"A";"01.49.28.900";"";"273506431";
"Сырье пушно-меховое и невыделанные шкурки прочих животных";"A.01.49.3";"A";"01.49.3";"";"273506432";
"Сырье пушно-меховое (невыделанные шкурки), кроме шкурок смушковых ягнят";"A.01.49.31";"A";"01.49.31";"";"273506433";
"Шкурки смушковых ягнят невыделанные";"A.01.49.32";"A";"01.49.32";"";"273506434";
"Каракуль чистопородный невыделанный";"A.01.49.32.110";"A";"01.49.32.110";"";"273506435";
"Каракуль-метис невыделанный всех цветов";"A.01.49.32.120";"A";"01.49.32.120";"";"273506436";
"Смушка невыделанная";"A.01.49.32.130";"A";"01.49.32.130";"";"273506437";
"Шкуры животных невыделанные, не включенные в другие группировки (шкурки сырые или законсервированные, но необработанные)";"A.01.49.39";"A";"01.49.39";"";"273506438";
"Шкуры животных невыделанные, не включенные в другие группировки (шкурки сырые или законсервированные, но необработанные)";"A.01.49.39.000";"A";"01.49.39.000";"";"273506439";
"Услуги в области растениеводства и животноводства, кроме ветеринарных услуг";"A.01.6";"A";"01.6";"";"273506440";
"Услуги, связанные с выращиванием сельскохозяйственных культур";"A.01.61";"A";"01.61";"";"273506441";
"Услуги, связанные с выращиванием сельскохозяйственных культур";"A.01.61.1";"A";"01.61.1";"";"273506442";
"Услуги, связанные с выращиванием сельскохозяйственных культур";"A.01.61.10";"A";"01.61.10";"Эта группировка включает: - услуги по подготовке полей; - услуги по проведению сева и посадке, возделыванию и выращиванию сельскохозяйственных культур, внесению удобрений; - услуги по опрыскиванию сельскохозяйственных культур, в том числе с воздуха; - услуги по защите сельскохозяйственных культур от болезней и вредителей; - услуги по защите садов, огородов и зеленых насаждений от вредителей и болезней по индивидуальному заказу населения; - услуги по обрезке плодовых деревьев и виноградников; - услуги по пересадке и прополке сельскохозяйственных культур; - услуги по уборке урожая; - услуги по предоставлению сельскохозяйственной техники с техническим персоналом и операторами; - услуги по поддержанию сельскохозяйственных земель в хорошем экологическом состоянии для сельскохозяйственного использования; - услуги по эксплуатации мелиоративных систем Эта группировка не включает: - услуги по водораспределению по магистральным сетям, услуги по эксплуатации ирригационных каналов, см. 36.00.20; - услуги в области ландшафтной архитектуры, см. 71.11.4; - услуги, предоставляемые агрономами и экономистами в области сельского хозяйства, см. 74.90.19; - прочие услуги по защите от вредителей, см. 81.29.11; - услуги, связанные с ландшафтом, не связанные с сельским хозяйством, см. 81.30.10; - услуги по организации выставок и ярмарок сельскохозяйственной продукции, см. 82.30.12";"273506443";
